Job ID,Agency,Posting Type,# Of Positions,Business Title,Civil Service Title,Title Code No,Level,Salary Range From,Salary Range To,Salary Frequency,Posting Date
152673,DEPT OF ENVIRONMENT PROTECTION,External,1,Borough Director,ADMINISTRATIVE STAFF ANALYST (,1002D,0,54740,146276,Annual,6/23/14 0:00
152673,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Borough Director,ADMINISTRATIVE STAFF ANALYST (,1002D,0,54740,146276,Annual,6/23/14 0:00
152679,DEPT OF ENVIRONMENT PROTECTION,Internal,11,Deputy Chief,SENIOR STATIONARY ENGINEER (EL,91639,0,109850,109850,Annual,6/23/14 0:00
152738,LAW DEPARTMENT,Internal,1,Office Manager,CLERICAL ASSOCIATE,10251,3,30683,49707,Annual,6/26/14 0:00
149962,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Internetworking Specialist,CERT. IT ADMINISTRATOR WAN,13642,3,77733,95000,Annual,5/1/14 0:00
150215,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Deputy Director, Office Care Coordination and Health Homes",HEALTH SERVICES MANAGER,10069,M1,49492,95000,Annual,5/6/14 0:00
150215,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Deputy Director, Office Care Coordination and Health Homes",HEALTH SERVICES MANAGER,10069,M1,49492,95000,Annual,5/6/14 0:00
150332,DEPARTMENT OF TRANSPORTATION,Internal,1,Associate Commissioner for Franchises & Street Furniture,ADMINISTRATIVE STAFF ANALYST (,10026,M4,100000,140000,Annual,5/7/14 0:00
152776,DEPT OF ENVIRONMENT PROTECTION,External,2,Construction Project Manager Intern,CONSTRUCTION PROJECT MANAGER I,34201,0,43349,52496,Annual,6/24/14 0:00
152776,DEPT OF ENVIRONMENT PROTECTION,Internal,2,Construction Project Manager Intern,CONSTRUCTION PROJECT MANAGER I,34201,0,43349,52496,Annual,6/24/14 0:00
152778,DEPARTMENT OF TRANSPORTATION,Internal,1,Machinist,MACHINIST,92610,0,251,292,Daily,6/25/14 0:00
150332,DEPARTMENT OF TRANSPORTATION,External,1,Associate Commissioner for Franchises & Street Furniture,ADMINISTRATIVE STAFF ANALYST (,10026,M4,100000,140000,Annual,5/7/14 0:00
150410,NYC HOUSING AUTHORITY,Internal,1,Agency Attorney II - Corporate Affairs,AGENCY ATTORNEY,30087,2,69085,69085,Annual,6/26/14 0:00
150410,NYC HOUSING AUTHORITY,External,1,Agency Attorney II - Corporate Affairs,AGENCY ATTORNEY,30087,2,69085,69085,Annual,6/26/14 0:00
150524,DEPT OF ENVIRONMENT PROTECTION,External,1,Machinist's Helper,MACHINIST'S HELPER,92611,0,61847,61847,Annual,5/16/14 0:00
150524,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Machinist's Helper,MACHINIST'S HELPER,92611,0,61847,61847,Annual,5/16/14 0:00
152778,DEPARTMENT OF TRANSPORTATION,External,1,Machinist,MACHINIST,92610,0,251,292,Daily,6/25/14 0:00
152823,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Laboratory Microbiologist II,LABORATORY MICROBIOLOGIST,21513,2,44589,61104,Annual,6/25/14 0:00
152823,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Laboratory Microbiologist II,LABORATORY MICROBIOLOGIST,21513,2,44589,61104,Annual,6/25/14 0:00
150531,ADMIN FOR CHILDREN'S SVCS,External,3,Supervising Budget Analyst,ADMINISTRATIVE STAFF ANALYST (,1002A,0,56937,88649,Annual,5/9/14 0:00
150531,ADMIN FOR CHILDREN'S SVCS,Internal,3,Supervising Budget Analyst,ADMINISTRATIVE STAFF ANALYST (,1002A,0,56937,88649,Annual,5/9/14 0:00
150749,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Queens Chief Clerk,PRINCIPAL ADMINISTRATIVE ASSOC,10124,3,49488,75630,Annual,5/14/14 0:00
152994,DEPT OF PARKS & RECREATION,Internal,70,Parks Enforcement Patrol,URBAN PARK RANGER,60421,0,18,21,Hourly,6/27/14 0:00
152994,DEPT OF PARKS & RECREATION,External,70,Parks Enforcement Patrol,URBAN PARK RANGER,60421,0,18,21,Hourly,6/27/14 0:00
152994,DEPT OF PARKS & RECREATION,Internal,70,Parks Enforcement Patrol,URBAN PARK RANGER,60421,0,18,21,Hourly,6/27/14 0:00
152995,DEPT OF PARKS & RECREATION,Internal,50,Gardener,GARDENER,81310,1,18,25,Hourly,6/27/14 0:00
150749,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Queens Chief Clerk,PRINCIPAL ADMINISTRATIVE ASSOC,10124,3,49488,75630,Annual,5/14/14 0:00
150760,DEPARTMENT OF FINANCE,External,1,Senior Developer,COMPUTER SYSTEMS MANAGER,10050,M1,54740,110000,Annual,6/20/14 0:00
150760,DEPARTMENT OF FINANCE,Internal,1,Senior Developer,COMPUTER SYSTEMS MANAGER,10050,M1,54740,110000,Annual,6/20/14 0:00
152995,DEPT OF PARKS & RECREATION,External,50,Gardener,GARDENER,81310,1,18,25,Hourly,6/27/14 0:00
152995,DEPT OF PARKS & RECREATION,Internal,50,Gardener,GARDENER,81310,1,18,25,Hourly,6/27/14 0:00
153023,DEPARTMENT OF BUILDINGS,External,1,Junior Business Analyst,ADM MANAGER-NON-MGRL FRM M1/M2,1002C,0,49492,70000,Annual,6/27/14 0:00
153023,DEPARTMENT OF BUILDINGS,Internal,1,Junior Business Analyst,ADM MANAGER-NON-MGRL FRM M1/M2,1002C,0,49492,70000,Annual,6/27/14 0:00
150851,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Green Infrastructure Analyst,CITY PLANNING TECHNICIAN,22121,0,32824,50355,Annual,5/16/14 0:00
150851,DEPT OF ENVIRONMENT PROTECTION,External,1,Green Infrastructure Analyst,CITY PLANNING TECHNICIAN,22121,0,32824,50355,Annual,5/16/14 0:00
150908,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Budget Director,ADMINISTRATIVE STAFF ANALYST (,1002D,0,54740,146276,Annual,5/16/14 0:00
153029,HOUSING PRESERVATION & DVLPMNT,Internal,1,.Net Programmer / Analyst Position,COMPUTER SPECIALIST (SOFTWARE),13632,1,79462,86117,Annual,6/27/14 0:00
153029,HOUSING PRESERVATION & DVLPMNT,External,1,.Net Programmer / Analyst Position,COMPUTER SPECIALIST (SOFTWARE),13632,1,79462,86117,Annual,6/27/14 0:00
153032,HOUSING PRESERVATION & DVLPMNT,External,1,SharePoint Developer,COMPUTER SPECIALIST (SOFTWARE),13632,1,79462,86117,Annual,6/27/14 0:00
153032,HOUSING PRESERVATION & DVLPMNT,Internal,1,SharePoint Developer,COMPUTER SPECIALIST (SOFTWARE),13632,1,79462,86117,Annual,6/27/14 0:00
153061,DEPARTMENT OF TRANSPORTATION,External,1,Senior Port Engineer,ADMINISTRATIVE PROJECT MANAGER,83008,M2,54740,117500,Annual,7/3/14 0:00
150908,DEPT OF ENVIRONMENT PROTECTION,External,1,Budget Director,ADMINISTRATIVE STAFF ANALYST (,1002D,0,54740,146276,Annual,5/16/14 0:00
151038,NYC HOUSING AUTHORITY,Internal,1,Executive Vice President for External Affairs,ADMINISTRATIVE STAFF ANALYST (,10026,M7,89988,203566,Annual,5/29/14 0:00
151038,NYC HOUSING AUTHORITY,External,1,Executive Vice President for External Affairs,ADMINISTRATIVE STAFF ANALYST (,10026,M7,89988,203566,Annual,5/29/14 0:00
151127,DEPT OF ENVIRONMENT PROTECTION,External,8,Watershed Maintainer,WATERSHED MAINTAINER,91011,0,34597,50605,Annual,5/23/14 0:00
153061,DEPARTMENT OF TRANSPORTATION,Internal,1,Senior Port Engineer,ADMINISTRATIVE PROJECT MANAGER,83008,M2,54740,117500,Annual,7/3/14 0:00
153070,DEPARTMENT OF BUILDINGS,External,5,Elevator Inspector,INSPECTOR (ELEVATORS),31624,0,45162,51936,Annual,3/9/15 0:00
153070,DEPARTMENT OF BUILDINGS,Internal,5,Elevator Inspector,INSPECTOR (ELEVATORS),31624,0,45162,51936,Annual,3/9/15 0:00
153094,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Associate Project Manager I,ASSOCIATE PROJECT MANAGER,22427,1,57129,82737,Annual,7/2/14 0:00
153094,DEPT OF ENVIRONMENT PROTECTION,External,1,Associate Project Manager I,ASSOCIATE PROJECT MANAGER,22427,1,57129,82737,Annual,7/2/14 0:00
151127,DEPT OF ENVIRONMENT PROTECTION,Internal,8,Watershed Maintainer,WATERSHED MAINTAINER,91011,0,34597,50605,Annual,5/23/14 0:00
151131,NYC HOUSING AUTHORITY,External,1,Cost Estimating Manager,ADMINISTRATIVE STAFF ANALYST (,1002D,0,90000,110000,Annual,6/25/14 0:00
151145,HOUSING PRESERVATION & DVLPMNT,External,1,Senior Cost Estimator (Electrical),SENIOR ESTIMATOR (ELECTRICAL),20126,0,57129,80000,Annual,5/27/14 0:00
151145,HOUSING PRESERVATION & DVLPMNT,Internal,1,Senior Cost Estimator (Electrical),SENIOR ESTIMATOR (ELECTRICAL),20126,0,57129,80000,Annual,5/27/14 0:00
148050,DEPARTMENT OF BUILDINGS,External,1,Limited Alteration Application (LAA) Inspector,INSPECTOR (PLUMBING),31629,0,45162,51936,Annual,12/24/14 0:00
148050,DEPARTMENT OF BUILDINGS,Internal,1,Limited Alteration Application (LAA) Inspector,INSPECTOR (PLUMBING),31629,0,45162,51936,Annual,12/24/14 0:00
148250,DEPT OF ENVIRONMENT PROTECTION,Internal,3,Associate Project Manager I,ASSOCIATE PROJECT MANAGER,22427,1,57129,82737,Annual,4/3/14 0:00
148250,DEPT OF ENVIRONMENT PROTECTION,External,3,Associate Project Manager I,ASSOCIATE PROJECT MANAGER,22427,1,57129,82737,Annual,4/3/14 0:00
148255,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"File Clerk, Bureau of Early Intervention",CLERICAL AIDE,10250,0,24859,34624,Annual,4/2/14 0:00
151403,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Senior Administrative Assistant, Early Intervention Program",PRINCIPAL ADMINISTRATIVE ASSOC,10124,1,39981,52996,Annual,5/28/14 0:00
151403,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Senior Administrative Assistant, Early Intervention Program",PRINCIPAL ADMINISTRATIVE ASSOC,10124,1,39981,52996,Annual,5/28/14 0:00
151405,DEPT OF ENVIRONMENT PROTECTION,Internal,4,Construction Project Manager Intern,CONSTRUCTION PROJECT MANAGER I,34201,0,43349,52496,Annual,5/28/14 0:00
151405,DEPT OF ENVIRONMENT PROTECTION,External,4,Construction Project Manager Intern,CONSTRUCTION PROJECT MANAGER I,34201,0,43349,52496,Annual,5/28/14 0:00
148357,DEPT OF INFO TECH & TELECOMM,External,1,MOME Communication and Digital Officer,COMPUTER ASSOC (TECH SUPP),13611,3,61977,75000,Annual,6/23/14 0:00
148357,DEPT OF INFO TECH & TELECOMM,Internal,1,MOME Communication and Digital Officer,COMPUTER ASSOC (TECH SUPP),13611,3,61977,75000,Annual,6/23/14 0:00
148535,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Assistant Section Chief,ASSOCIATE PROJECT MANAGER,22427,1,57129,82737,Annual,4/8/14 0:00
151436,DEPT OF ENVIRONMENT PROTECTION,Internal,4,Watershed Maintainer,WATERSHED MAINTAINER,91011,0,34597,50605,Annual,5/30/14 0:00
151436,DEPT OF ENVIRONMENT PROTECTION,External,4,Watershed Maintainer,WATERSHED MAINTAINER,91011,0,34597,50605,Annual,5/30/14 0:00
151584,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Machinist,MACHINIST,92610,0,251,292,Daily,6/3/14 0:00
151584,DEPT OF ENVIRONMENT PROTECTION,External,1,Machinist,MACHINIST,92610,0,251,292,Daily,6/3/14 0:00
151633,DEPT OF ENVIRONMENT PROTECTION,External,1,Borough Analyst,PROJECT MANAGER INTERN#,22425,0,43452,49970,Annual,6/3/14 0:00
151633,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Borough Analyst,PROJECT MANAGER INTERN#,22425,0,43452,49970,Annual,6/3/14 0:00
148535,DEPT OF ENVIRONMENT PROTECTION,External,1,Assistant Section Chief,ASSOCIATE PROJECT MANAGER,22427,1,57129,82737,Annual,4/8/14 0:00
148620,ADMIN FOR CHILDREN'S SVCS,External,2,Supervising Claims Analyst,ADMINISTRATIVE STAFF ANALYST (,1002A,0,56937,88649,Annual,4/15/14 0:00
148620,ADMIN FOR CHILDREN'S SVCS,Internal,2,Supervising Claims Analyst,ADMINISTRATIVE STAFF ANALYST (,1002A,0,56937,88649,Annual,4/15/14 0:00
151650,NYC HOUSING AUTHORITY,Internal,3,PLUMBER'S HELPER,PLUMBER'S HELPER,91916,0,61387,61387,Annual,8/22/14 0:00
151650,NYC HOUSING AUTHORITY,External,3,PLUMBER'S HELPER,PLUMBER'S HELPER,91916,0,61387,61387,Annual,8/22/14 0:00
151700,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Office Assistant/College Aide (Jr-Sr), Bureau of Budget and Revenue",COLLEGE AIDE (ALL CITY DEPTS),10209,1,8,10,Hourly,6/5/14 0:00
151700,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Office Assistant/College Aide (Jr-Sr), Bureau of Budget and Revenue",COLLEGE AIDE (ALL CITY DEPTS),10209,1,8,10,Hourly,6/5/14 0:00
151727,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Plumber's Helper,PLUMBER'S HELPER,91916,0,61387,61387,Annual,6/6/14 0:00
151727,DEPT OF ENVIRONMENT PROTECTION,External,1,Plumber's Helper,PLUMBER'S HELPER,91916,0,61387,61387,Annual,6/6/14 0:00
148717,NYC HOUSING AUTHORITY,External,3,ASBESTOS HAZARD INVESTIGATOR,ASBESTOS HAZARD INVESTIGATOR,31312,0,45876,68840,Annual,9/30/14 0:00
148717,NYC HOUSING AUTHORITY,Internal,3,ASBESTOS HAZARD INVESTIGATOR,ASBESTOS HAZARD INVESTIGATOR,31312,0,45876,68840,Annual,9/30/14 0:00
148869,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Clinical Systems Integration Coordinator,CITY RESEARCH SCIENTIST,21744,2,63662,79899,Annual,4/9/14 0:00
148869,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Clinical Systems Integration Coordinator,CITY RESEARCH SCIENTIST,21744,2,63662,79899,Annual,4/9/14 0:00
151770,DEPT OF HEALTH/MENTAL HYGIENE,Internal,2,"Field Medical Doctor, Bureau of School Health",CITY MEDICAL SPECIALIST (PART-,53040,1,66,71,Hourly,6/6/14 0:00
151770,DEPT OF HEALTH/MENTAL HYGIENE,External,2,"Field Medical Doctor, Bureau of School Health",CITY MEDICAL SPECIALIST (PART-,53040,1,66,71,Hourly,6/6/14 0:00
151894,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Adolescent Health Medical Director, Bureau of School Health",AGENCY MEDICAL DIRECTOR,5304A,M2,54740,146276,Annual,6/9/14 0:00
151894,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Adolescent Health Medical Director, Bureau of School Health",AGENCY MEDICAL DIRECTOR,5304A,M2,54740,146276,Annual,6/9/14 0:00
151901,DEPT OF HEALTH/MENTAL HYGIENE,External,2,"Administrative Public Health Nurse, Bureau of School Health",ADMINISTRATIVE PUBLIC HEALTH N,10032,M1,49492,136198,Annual,6/10/14 0:00
149140,DEPT OF ENVIRONMENT PROTECTION,External,1,Special Assistant to the Commissioner,STAFF ANALYST TRAINEE,12749,0,35538,45000,Annual,4/18/14 0:00
149140,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Special Assistant to the Commissioner,STAFF ANALYST TRAINEE,12749,0,35538,45000,Annual,4/18/14 0:00
149335,DEPT OF ENVIRONMENT PROTECTION,External,2,CONSTRUCTION PROJECT MANAGER INTERN,CONSTRUCTION PROJECT MANAGER I,34201,0,43349,52496,Annual,4/18/14 0:00
149335,DEPT OF ENVIRONMENT PROTECTION,Internal,2,CONSTRUCTION PROJECT MANAGER INTERN,CONSTRUCTION PROJECT MANAGER I,34201,0,43349,52496,Annual,4/18/14 0:00
151901,DEPT OF HEALTH/MENTAL HYGIENE,Internal,2,"Administrative Public Health Nurse, Bureau of School Health",ADMINISTRATIVE PUBLIC HEALTH N,10032,M1,49492,136198,Annual,6/10/14 0:00
151937,NYC HOUSING AUTHORITY,Internal,4,Assistant Project Manager,ASSOCIATE PROJECT MANAGER,22427,2,62942,92249,Annual,8/16/14 0:00
151937,NYC HOUSING AUTHORITY,External,4,Assistant Project Manager,ASSOCIATE PROJECT MANAGER,22427,2,62942,92249,Annual,8/16/14 0:00
152006,DEPT OF HEALTH/MENTAL HYGIENE,External,7,"Public Health Inspector, Bureau of Food Safety and Community Sanitation",PUBLIC HEALTH SANITARIAN,31215,1,38436,44201,Annual,7/2/14 0:00
152006,DEPT OF HEALTH/MENTAL HYGIENE,Internal,7,"Public Health Inspector, Bureau of Food Safety and Community Sanitation",PUBLIC HEALTH SANITARIAN,31215,1,38436,44201,Annual,7/2/14 0:00
162249,DEPT OF HEALTH/MENTAL HYGIENE,Internal,2,"College Aide, IC (1st Year Graduate), World Trade Center Health Registry",COLLEGE AIDE (ALL CITY DEPTS),10209,1,9,12,Hourly,8/18/14 0:00
162249,DEPT OF HEALTH/MENTAL HYGIENE,External,2,"College Aide, IC (1st Year Graduate), World Trade Center Health Registry",COLLEGE AIDE (ALL CITY DEPTS),10209,1,9,12,Hourly,8/18/14 0:00
162455,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Technologist, Bureau of Public Health Laboratory",LABORATORY MICROBIOLOGIST,21513,2,45192,61931,Annual,8/20/14 0:00
154828,NYC HOUSING AUTHORITY,External,1,"Assistant Director, Adult Education and Training",ADMINISTRATIVE STAFF ANALYST (,10026,M2,75000,75000,Annual,8/13/14 0:00
154907,NYC HOUSING AUTHORITY,Internal,1,Senior Advisor for  Vice President for Disaster Recovery,ADMINISTRATIVE PROJECT MANAGER,83008,M1,90000,95000,Annual,8/21/14 0:00
154907,NYC HOUSING AUTHORITY,External,1,Senior Advisor for  Vice President for Disaster Recovery,ADMINISTRATIVE PROJECT MANAGER,83008,M1,90000,95000,Annual,8/21/14 0:00
155067,NYC EMPLOYEES RETIREMENT SYS,Internal,10,"Office Machine Aide, Level 1",OFFICE MACHINE AIDE,11702,1,15,16,Hourly,7/14/14 0:00
155067,NYC EMPLOYEES RETIREMENT SYS,External,10,"Office Machine Aide, Level 1",OFFICE MACHINE AIDE,11702,1,15,16,Hourly,7/14/14 0:00
162455,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Technologist, Bureau of Public Health Laboratory",LABORATORY MICROBIOLOGIST,21513,2,45192,61931,Annual,8/20/14 0:00
162542,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Contract Analyst, Bureau of Mental Hygiene Administration",CONTRACT SPECIALIST,40561,2,43112,66581,Annual,8/19/14 0:00
162542,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Contract Analyst, Bureau of Mental Hygiene Administration",CONTRACT SPECIALIST,40561,2,43112,66581,Annual,8/19/14 0:00
155260,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Scientist (Water Ecology),SCIENTIST (WATER ECOLOGY),21538,3,55544,79244,Annual,7/18/14 0:00
155296,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Oiler,OILER,91628,0,96549,96549,Annual,7/17/14 0:00
155296,DEPT OF ENVIRONMENT PROTECTION,External,1,Oiler,OILER,91628,0,96549,96549,Annual,7/17/14 0:00
155486,DEPARTMENT OF INVESTIGATION,Internal,4,INSPECTOR GENERAL,INSPECTOR GENERAL,31145,M4,68238,115000,Annual,7/16/14 0:00
162869,ADMIN FOR CHILDREN'S SVCS,Internal,1,Analyst,ADMINISTRATIVE STAFF ANALYST (,1002A,0,56937,88649,Annual,9/17/14 0:00
162869,ADMIN FOR CHILDREN'S SVCS,External,1,Analyst,ADMINISTRATIVE STAFF ANALYST (,1002A,0,56937,88649,Annual,9/17/14 0:00
155486,DEPARTMENT OF INVESTIGATION,External,4,INSPECTOR GENERAL,INSPECTOR GENERAL,31145,M4,68238,115000,Annual,7/16/14 0:00
155890,TAXI & LIMOUSINE COMMISSION,Internal,1,Deputy-Director - Office of Judgment Enforcement,ADMINISTRATIVE STAFF ANALYST (,1002A,0,56937,88649,Annual,7/16/14 0:00
155890,TAXI & LIMOUSINE COMMISSION,External,1,Deputy-Director - Office of Judgment Enforcement,ADMINISTRATIVE STAFF ANALYST (,1002A,0,56937,88649,Annual,7/17/14 0:00
162921,DEPARTMENT OF FINANCE,Internal,1,Information Security Manager,COMPUTER SYSTEMS MANAGER,10050,M1,49492,120000,Annual,8/27/14 0:00
162921,DEPARTMENT OF FINANCE,External,1,Information Security Manager,COMPUTER SYSTEMS MANAGER,10050,M1,49492,120000,Annual,8/27/14 0:00
163019,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Watershed Maintainer,WATERSHED MAINTAINER,91011,0,34597,50605,Annual,8/22/14 0:00
156101,HOUSING PRESERVATION & DVLPMNT,Internal,5,Agency Attorney L-3,AGENCY ATTORNEY,30087,3,66970,98864,Annual,7/18/14 0:00
156101,HOUSING PRESERVATION & DVLPMNT,External,5,Agency Attorney L-3,AGENCY ATTORNEY,30087,3,66970,98864,Annual,7/18/14 0:00
156256,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Fleet Services Specialist,QUALITY ASSURANCE SPECIALIST (,34172,1,38058,53999,Annual,7/21/14 0:00
156256,DEPT OF ENVIRONMENT PROTECTION,External,1,Fleet Services Specialist,QUALITY ASSURANCE SPECIALIST (,34172,1,38058,53999,Annual,7/21/14 0:00
156308,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Referral/ Transfer Liaison, Bureau of Early Intervention",SECRETARY,10252,3A,30683,45000,Annual,7/21/14 0:00
156545,NYC HOUSING AUTHORITY,Internal,1,Construction Deputy Director,ADMINISTRATIVE PROJECT MANAGER,83008,M3,105000,119000,Annual,10/16/14 0:00
156545,NYC HOUSING AUTHORITY,External,1,Construction Deputy Director,ADMINISTRATIVE PROJECT MANAGER,83008,M3,105000,119000,Annual,10/16/14 0:00
163019,DEPT OF ENVIRONMENT PROTECTION,External,1,Watershed Maintainer,WATERSHED MAINTAINER,91011,0,34597,50605,Annual,8/22/14 0:00
163035,DEPT OF ENVIRONMENT PROTECTION,External,1,Deputy Director,ADMINISTRATIVE STAFF ANALYST (,1002A,0,56937,88649,Annual,8/22/14 0:00
163035,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Deputy Director,ADMINISTRATIVE STAFF ANALYST (,1002A,0,56937,88649,Annual,8/22/14 0:00
163046,DEPT OF ENVIRONMENT PROTECTION,Internal,1,"Director, Employee Benefits",ADMINISTRATIVE STAFF ANALYST (,1002D,0,54740,100000,Annual,8/22/14 0:00
157169,HOUSING PRESERVATION & DVLPMNT,Internal,2,Agency Attorney L2,AGENCY ATTORNEY,30087,2,60074,90027,Annual,7/25/14 0:00
157169,HOUSING PRESERVATION & DVLPMNT,External,2,Agency Attorney L2,AGENCY ATTORNEY,30087,2,60074,90027,Annual,7/25/14 0:00
157511,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Assistant Director of Forensic Operations,CRIMINALIST ASSISTANT DIRECTOR,2184C,M1,60000,80000,Annual,7/28/14 0:00
157511,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Assistant Director of Forensic Operations,CRIMINALIST ASSISTANT DIRECTOR,2184C,M1,60000,80000,Annual,7/28/14 0:00
164734,DEPT OF ENVIRONMENT PROTECTION,External,1,Emergency Manager,SUPERINTENDENT OF WATER AND SE,10081,M1,49492,136198,Annual,9/2/14 0:00
164734,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Emergency Manager,SUPERINTENDENT OF WATER AND SE,10081,M1,49492,136198,Annual,9/2/14 0:00
164911,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"City Clinician, Bureau of Sexually Transmitted Disease Control",CITY CLINICIAN,53036,0,60,64,Hourly,8/29/14 0:00
164911,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"City Clinician, Bureau of Sexually Transmitted Disease Control",CITY CLINICIAN,53036,0,60,64,Hourly,8/29/14 0:00
157559,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Laboratory Microbiologist, Bureau of Public Health Laboratory",LABORATORY MICROBIOLOGIST,21513,2,45192,61931,Annual,7/28/14 0:00
157559,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Laboratory Microbiologist, Bureau of Public Health Laboratory",LABORATORY MICROBIOLOGIST,21513,2,45192,61931,Annual,7/28/14 0:00
158247,ADMIN FOR CHILDREN'S SVCS,Internal,1,Associate Commissioner of Close to Home,ADMINISTRATIVE DIRECTOR OF SOC,10056,M4,90000,140000,Annual,2/26/15 0:00
158247,ADMIN FOR CHILDREN'S SVCS,External,1,Associate Commissioner of Close to Home,ADMINISTRATIVE DIRECTOR OF SOC,10056,M4,90000,140000,Annual,2/26/15 0:00
158257,DEPT OF CITYWIDE ADMIN SVCS,External,1,"Director, Office of Citywide Recruitment",ADMINISTRATIVE STAFF ANALYST (,10026,M4,68238,110000,Annual,1/9/15 0:00
163046,DEPT OF ENVIRONMENT PROTECTION,External,1,"Director, Employee Benefits",ADMINISTRATIVE STAFF ANALYST (,1002D,0,54740,100000,Annual,8/22/14 0:00
163183,DEPT OF ENVIRONMENT PROTECTION,External,1,Per Diem - Remote Learning Team Specialist,COMPUTER PROGRAMMER ANALYST,13651,1,24,33,Hourly,8/27/14 0:00
163312,DEPT OF ENVIRONMENT PROTECTION,External,1,SYSTEMS DATABASE ADMINISTRATOR,COMPUTER SPECIALIST (SOFTWARE),13632,4,83388,115470,Annual,9/15/14 0:00
163312,DEPT OF ENVIRONMENT PROTECTION,Internal,1,SYSTEMS DATABASE ADMINISTRATOR,COMPUTER SPECIALIST (SOFTWARE),13632,4,83388,115470,Annual,9/15/14 0:00
163316,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Special Assistant to the Commissioner, Office of the Commissioner",CITY RESEARCH SCIENTIST,21744,3,71220,93593,Annual,8/21/14 0:00
158257,DEPT OF CITYWIDE ADMIN SVCS,Internal,1,"Director, Office of Citywide Recruitment",ADMINISTRATIVE STAFF ANALYST (,10026,M4,68238,110000,Annual,1/9/15 0:00
